NAME	CD8 T	B	Naive CD4 T	CD14+ Mono	NK	FCGR3A+ Mono	Memory CD4 T	DC	Platelet
FUOM	23.1621587460555	20.3590742711328	19.2577924461535	119.97402124272	3.67674732412122	35.63694318459	16.7693433038001	162.18750516024	4.2021091164536
FUT11	15.239304130691	6.93262612080421	9.08561877115679	14.4934546035084	69.5155606226659	19.6783328725478	3.53052055347729	1.46077454522074	4.2021091164536
FUT7	17.4861467297508	15.5125442358189	68.8672854562681	13.3484839574217	11.3898945484623	1.06217133082778	3.82358249934533	85.6637387808284	4.2021091164536
FXYD6	1.05979217346883	1.0411581521333	1	37.9073343373239	1.15492425868848	5.33170963131295	1.12591146985464	1.46077454522074	4.2021091164536
FYN	245.090656690151	12.6432376549086	155.722630927975	84.0727874741045	174.015231001955	100.407116478443	136.971268403801	88.5075690654697	4.2021091164536
FZD1	1.05979217346883	1.0411581521333	1	4.00932827231123	1.15492425868848	13.3642118861508	1	8.7067373984771	4.2021091164536
FZD6	1.05979217346883	3.12870408459572	3.06599871573654	1	1.15492425868848	1.06217133082778	6.90737837276388	1.46077454522074	4.2021091164536
G0S2	6.28570224126093	6.69064943655752	12.1266323834171	270.710611624995	11.140980851021	218.218434723977	8.20317296908394	12.8988485848249	4.2021091164536
GADD45G	1.68574599019494	2.22925204623366	14.4859806452256	6.98725227496303	1.15492425868848	1.06217133082778	3.95884823888841	1.46077454522074	4.2021091164536
GAL3ST4	1.05979217346883	1.0411581521333	1	1	1.15492425868848	3.23401294730199	6.90530651194034	1.46077454522074	4.2021091164536
GALM	62.4518397811818	12.7862733820078	66.3297793423317	11.3525357254875	16.3920293281234	2.02257243112336	33.829490685041	7.06471750527624	36.1650593920758
GAMT	13.0538399777494	14.5515321980938	19.9774422695192	1.67721630983093	8.64634353377606	3.716176162786	33.2220356026379	9.28515230102682	4.2021091164536
