NAME	Myofibroblast	CAF	Skeletal muscle	Myocyte	Endothelial	Mast	CD4+ T conv	CD8+ T eff	Dendritic	B cell	Treg	CD8+ T exh	Macrophage	Plasma cell
DDR2	101.754081642605	179.078253291771	82.3103364408149	1.02957389030577	7.91685511197342	1.00111362007435	1.13283911455699	1	1.00505423613815	1.01295334491398	1	1	1.91097359774492	1.0133865721436
DEF6	1.0515271185875	1.68216020812068	1	1.02957389030577	4.08028787753438	154.00580325812	310.807274323217	272.763687492609	136.949803556642	267.376452268252	301.485179653092	301.113565725959	190.329724071331	222.216185971114
DEFA1	1	1.08398239029035	1	1.02957389030577	1.2530828895899	1.00111362007435	1	1	1.00505423613815	14.0872426569196	1	1	1	1.0133865721436
DEFA1B	1	1.08398239029035	1	1.02957389030577	1.2530828895899	1.00111362007435	1	1	1.00505423613815	14.0872426569196	1	1	1	1.0133865721436
DEFB1	1	1.58596455226767	19.6901570640108	1.02957389030577	1	1.00111362007435	1	1	1.00505423613815	25.4401578329095	1	1	5.44308053285023	1.0133865721436
DEFB103B	1.11132277225122	1	1	1.02957389030577	1	1.00111362007435	1	1	1.00505423613815	1.01295334491398	1	1	2.76453889529924	18.5570400819152
DEFB114	1	1	1	37.232094914272	1	1.00111362007435	1	3.41121199610131	1.00505423613815	1.01295334491398	1	1	1	1.0133865721436
DEGS2	1.42051627895158	1.87343370267761	1	1.02957389030577	1	1.00111362007435	1	1	1.00505423613815	43.1369144736154	1.33931023135687	1	1	1.0133865721436
DENND1C	1.18431282033089	1.00768737778187	1.72247474320115	1.02957389030577	2.35073522634668	66.9146401038261	139.187978942783	139.452182598524	39.2945383534398	32.871628273602	170.486660249811	130.565812247368	68.6266441363019	35.9899785070427
DENND2D	2.2455935872823	3.43169326571018	4.53698169642176	1.02957389030577	18.609494081347	109.645826350336	139.219795894656	297.322399789553	49.4144188066522	108.74111603082	111.147220442111	147.376413975621	54.2161892275949	40.824207624303
DEPTOR	3.27127931219561	12.1629341963854	12.3216310685723	311.957803671881	26.6348607719302	92.3837068051651	2.97083630040408	3.52889042631333	57.6857235709977	9.65206841634537	1	1	27.4356651944488	35.7095623193122
DERL3	5.3047642467249	22.1353357726036	4.5953402893974	141.999731886822	2.81401174696517	19.2971417079137	1.20437425425195	1	1.00505423613815	80.1133230924605	3.47627414543844	4.77006082352558	25.1646734612467	892.641827257046
DES	213.745153033277	2.13057155964683	437.2513983219	1024.72392154643	1	1.00111362007435	1.14021087168126	1	3.08822890990515	1.01295334491398	1.69079230016593	2.06295337603983	1.34084646015972	1.0133865721436
DFNA5	28.7857819060258	40.1333258733299	107.378791079419	59.7031482750727	9.96982150207741	1.57148808803759	2.93929517841419	1	1.00505423613815	3.57230618862624	1	1	72.3602951941403	1.0133865721436
DFNB31	3.50526690236925	8.12919850183467	7.34714873417554	1.02957389030577	1.49329332342878	10.5364334980838	48.5844644461521	21.2876535038965	16.5825323145804	1.01295334491398	107.469407300786	79.6774265826042	6.81804913474388	41.8123693933157
DGCR10	1	1.02493454580686	1	1.02957389030577	1	1.00111362007435	1	8.12303603617478	1.00505423613815	1.01295334491398	1	1	1	1.0133865721436
DGCR5	1.02995391354321	1	1	1.02957389030577	1.11076923384336	1.00111362007435	1	1.41432792087927	1.00505423613815	1.01295334491398	20.8375388043031	2.30989758043498	1	1.0133865721436
DGKG	117.62689082593	1.06132747395437	8.55733997968673	1.02957389030577	1.04936071604296	12.747051409068	2.24016973477461	1.3321277703847	7.53392520186671	1.01295334491398	1	1	1.39874292087843	1.0133865721436
DHRS7C	1	1.35038320312791	1	63.1784236891066	1	1.00111362007435	1	1	1.00505423613815	1.01295334491398	1	2.75734179722618	1	1.0133865721436
DHRS9	1.02793743125824	1.34693955625034	1.30874889588699	1.02957389030577	1.03459395266125	118.544542941722	1.18202344340762	1.73168635598168	19.0707920553838	3.57474026571379	1.47012676764994	1	63.5433746862994	21.1421439281792
DHX58	8.32124260057899	13.1312476810776	38.5361461073425	1.02957389030577	11.7366296176559	38.0817028701435	23.882207205508	25.4854894756568	151.53366383336	1.01295334491398	26.2893472123301	23.1965038486475	43.5610500033756	1.0133865721436
DIO2	65.7995417785496	367.909060464724	253.654982542102	77.6257287864831	1.76318132312415	4.48873932482361	1.40196342534614	2.07681710952128	19.0747670206556	6.3512260990494	1.37722550300353	1.62725208030866	6.84722795553506	2.81721981698318
DIO3	1	4.11287531446791	27.970831130004	1.02957389030577	1	1.00111362007435	1.18290224201742	1	1.00505423613815	1.01295334491398	1	1	1	1.0133865721436
DIRAS3	1.11934606956595	59.0390495553573	36.1629152831973	21.4909261425727	1.53630203442742	1.00111362007435	3.38679299125957	1	1.00505423613815	1.01295334491398	30.0906188318213	1	1	1.0133865721436
DIRC3	1.37660483630586	1.21695597538537	54.8459840986856	1.02957389030577	1.60616766841717	1.00111362007435	9.14612362540147	1	1.00505423613815	1.01295334491398	8.57064163242839	2.36987136589539	11.6367785850704	1.0133865721436
DKK3	335.152401386119	200.690715806252	147.488822734783	16.4862917632884	45.2740796427032	2.98163397360333	8.78121598541933	268.568894521864	11.982308824065	7.25932324278203	8.96676670085103	5.35661999424498	3.2084535590791	10.3571370378002
DLC1	239.428882176567	150.777613680355	47.0135479317178	5.40800664668334	182.090822842982	256.330186865222	1	1.32056270725591	16.1413628478884	3.14389200973637	1	1.39480016433906	3.21677460479143	4.17369965113127
DLG5	80.727196047242	73.58324615243	301.697442106482	23.6847220306753	15.1208180357404	11.9681889830848	20.1929057429873	10.8181913226643	5.05388480726914	18.952705352107	21.2733289302794	3.47319868116576	1	19.4471750631584
